ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2013-01-16,340668.1687241699,140319.1847682449,422990.83636890235,340668.1687241699,340668.1687241699,-54886.93732246517,-54886.93732246517,-54886.93732246517,-44221.55368863844,-44221.55368863844,-44221.55368863844,-10665.383633826712,-10665.383633826712,-10665.383633826712,0.0,0.0,0.0,285781.2314017047
2013-01-17,341039.55094966135,50611.17222712098,340533.8904449271,341039.55094966135,341039.55094966135,-143991.33086797563,-143991.33086797563,-143991.33086797563,-131871.40061560133,-131871.40061560133,-131871.40061560133,-12119.930252374306,-12119.930252374306,-12119.930252374306,0.0,0.0,0.0,197048.22008168572
2013-01-18,341410.9331751529,127427.72162071284,406754.3345010878,341410.9331751529,341410.9331751529,-69971.91707740276,-69971.91707740276,-69971.91707740276,-57074.66279815163,-57074.66279815163,-57074.66279815163,-12897.254279251127,-12897.254279251127,-12897.254279251127,0.0,0.0,0.0,271439.01609775017
2013-01-19,341782.3154006444,319265.0873789625,604116.5387193903,341782.3154006444,341782.3154006444,120935.35624534976,120935.35624534976,120935.35624534976,134041.4066060779,134041.4066060779,134041.4066060779,-13106.050360728133,-13106.050360728133,-13106.050360728133,0.0,0.0,0.0,462717.6716459941
2013-01-20,342153.69762613595,369713.5147651777,664789.1179390748,342153.69762613595,342153.69762613595,175528.08778857847,175528.08778857847,175528.08778857847,188391.5570470106,188391.5570470106,188391.5570470106,-12863.469258432193,-12863.469258432193,-12863.469258432193,0.0,0.0,0.0,517681.7854147144
2013-01-21,342525.07985162747,173066.27150791633,440066.28260267427,342525.07985162747,342525.07985162747,-33387.30209013963,-33387.30209013963,-33387.30209013963,-21095.665394718137,-21095.665394718137,-21095.665394718137,-12291.636695421479,-12291.636695421479,-12291.636695421479,0.0,0.0,0.0,309137.7777614878
2013-01-22,342896.462077119,113364.18869882391,403892.94113447715,342896.462077119,342896.462077119,-79683.80338581734,-79683.80338581734,-79683.80338581734,-68169.68115634103,-68169.68115634103,-68169.68115634103,-11514.122229476307,-11514.122229476307,-11514.122229476307,0.0,0.0,0.0,263212.65869130165
2013-01-23,343267.8443026105,155060.73911177256,436334.8146104798,343267.8443026105,343267.8443026105,-54874.005174057325,-54874.005174057325,-54874.005174057325,-44221.55368857505,-44221.55368857505,-44221.55368857505,-10652.45148548226,-10652.45148548226,-10652.45148548226,0.0,0.0,0.0,288393.83912855317
2013-01-24,343639.226528102,60178.71884798214,339524.9477361893,343639.226528102,343639.226528102,-141694.15338327154,-141694.15338327154,-141694.15338327154,-131871.40061540774,-131871.40061540774,-131871.40061540774,-9822.752767863782,-9822.752767863782,-9822.752767863782,0.0,0.0,0.0,201945.07314483047
2013-01-25,344010.6087535935,132404.23328044775,418905.8229699765,344010.6087535935,344010.6087535935,-66207.28717611276,-66207.28717611276,-66207.28717611276,-57074.66279805294,-57074.66279805294,-57074.66279805294,-9132.624378059827,-9132.624378059827,-9132.624378059827,0.0,0.0,0.0,277803.32157748076
2013-01-26,344381.99097908504,335579.0249296697,607932.8863351328,344381.99097908504,344381.99097908504,125363.10458015875,125363.10458015875,125363.10458015875,134041.40660621342,134041.40660621342,134041.40660621342,-8678.302026054671,-8678.302026054671,-8678.302026054671,0.0,0.0,0.0,469745.0955592438
2013-01-27,344753.37320457655,382059.3306565176,655792.7436742508,344753.37320457655,344753.37320457655,179849.36029003345,179849.36029003345,179849.36029003345,188391.55704695478,188391.55704695478,188391.55704695478,-8542.196756921336,-8542.196756921336,-8542.196756921336,0.0,0.0,0.0,524602.7334946101
2013-01-28,345124.7554300681,173999.75356215113,453742.1005489897,345124.7554300681,345124.7554300681,-29886.528463856735,-29886.528463856735,-29886.528463856735,-21095.665394579843,-21095.665394579843,-21095.665394579843,-8790.863069276887,-8790.863069276887,-8790.863069276887,0.0,0.0,0.0,315238.2269662114
2013-01-29,345496.1376555596,129507.46428502869,401275.5839489771,345496.1376555596,345496.1376555596,-77643.12584551176,-77643.12584551176,-77643.12584551176,-68169.68115651813,-68169.68115651813,-68169.68115651813,-9473.444688993628,-9473.444688993628,-9473.444688993628,0.0,0.0,0.0,267853.0118100478
2013-01-30,345867.51988105115,152936.73157624208,424049.99801804253,345867.51988105115,345867.51988105115,-54842.18580696451,-54842.18580696451,-54842.18580696451,-44221.55368857218,-44221.55368857218,-44221.55368857218,-10620.6321183923,-10620.6321183923,-10620.6321183923,0.0,0.0,0.0,291025.3340740866
2013-01-31,346238.90210654266,69814.21701849402,337130.9425371296,346238.90210654266,346238.90210654266,-144115.55259439038,-144115.55259439038,-144115.55259439038,-131871.40061547415,-131871.40061547415,-131871.40061547415,-12244.151978916208,-12244.151978916208,-12244.151978916208,0.0,0.0,0.0,202123.3495121523
2013-02-01,346610.2843320342,125579.88601910895,404016.7434099728,346610.2843320342,346610.2843320342,-71411.45648678664,-71411.45648678664,-71411.45648678664,-57074.662797911435,-57074.662797911435,-57074.662797911435,-14336.793688875205,-14336.793688875205,-14336.793688875205,0.0,0.0,0.0,275198.8278452475
2013-02-02,346981.6665575257,327913.46364958293,612092.2138319693,346981.6665575257,346981.6665575257,117168.44204507003,117168.44204507003,117168.44204507003,134041.40660634177,134041.40660634177,134041.40660634177,-16872.964561271754,-16872.964561271754,-16872.964561271754,0.0,0.0,0.0,464150.10860259575
2013-02-03,347353.0487830172,380043.21651516156,660113.7273127775,347353.0487830172,347353.0487830172,168581.8066890614,168581.8066890614,168581.8066890614,188391.55704711555,188391.55704711555,188391.55704711555,-19809.75035805413,-19809.75035805413,-19809.75035805413,0.0,0.0,0.0,515934.8554720786
2013-02-04,347724.4310085087,169891.01034460397,438327.43629850866,347724.4310085087,347724.4310085087,-44184.110465238424,-44184.110465238424,-44184.110465238424,-21095.665394678545,-21095.665394678545,-21095.665394678545,-23088.445070559872,-23088.445070559872,-23088.445070559872,0.0,0.0,0.0,303540.3205432703
2013-02-05,348095.81323400023,112001.32873787942,386242.6002869973,348095.81323400023,348095.81323400023,-94806.1827172761,-94806.1827172761,-94806.1827172761,-68169.68115640903,-68169.68115640903,-68169.68115640903,-26636.501560867062,-26636.501560867062,-26636.501560867062,0.0,0.0,0.0,253289.63051672414
2013-02-06,348467.19545949175,132632.013940782,418733.37528713595,348467.19545949175,348467.19545949175,-74591.39769817487,-74591.39769817487,-74591.39769817487,-44221.55368856932,-44221.55368856932,-44221.55368856932,-30369.844009605556,-30369.844009605556,-30369.844009605556,0.0,0.0,0.0,273875.7977613169
2013-02-07,348838.5776849833,49731.46278619135,318843.2738117962,348838.5776849833,348838.5776849833,-166066.8747623104,-166066.8747623104,-166066.8747623104,-131871.40061554057,-131871.40061554057,-131871.40061554057,-34195.47414676986,-34195.47414676986,-34195.47414676986,0.0,0.0,0.0,182771.7029226729
2013-02-08,349209.9599104748,129598.7462149958,388992.5852101081,349209.9599104748,349209.9599104748,-95088.95901200702,-95088.95901200702,-95088.95901200702,-57074.662798175574,-57074.662798175574,-57074.662798175574,-38014.29621383144,-38014.29621383144,-38014.29621383144,0.0,0.0,0.0,254121.00089846776
2013-02-09,349581.34213596635,295836.7774501371,580356.5099854418,349581.34213596635,349581.34213596635,92317.32591736235,92317.32591736235,92317.32591736235,134041.40660611578,134041.40660611578,134041.40660611578,-41724.08068875343,-41724.08068875343,-41724.08068875343,0.0,0.0,0.0,441898.6680533287
2013-02-10,349952.7243614578,357904.8543292734,637390.1858275012,349952.7243614578,349952.7243614578,143169.07293950018,143169.07293950018,143169.07293950018,188391.55704716482,188391.55704716482,188391.55704716482,-45222.48410766461,-45222.48410766461,-45222.48410766461,0.0,0.0,0.0,493121.79730095796
2013-02-11,350324.1065869494,140739.58779994308,421938.6473707458,350324.1065869494,350324.1065869494,-69505.70727989789,-69505.70727989789,-69505.70727989789,-21095.66539477723,-21095.66539477723,-21095.66539477723,-48410.04188512066,-48410.04188512066,-48410.04188512066,0.0,0.0,0.0,280818.3993070515
2013-02-12,350695.4888124409,86129.93481168873,361586.28021173895,350695.4888124409,350695.4888124409,-119362.73401124582,-119362.73401124582,-119362.73401124582,-68169.68115641225,-68169.68115641225,-68169.68115641225,-51193.05285483358,-51193.05285483358,-51193.05285483358,0.0,0.0,0.0,231332.75480119506
2013-02-13,351066.8710379324,110265.26416214606,394898.93986445613,351066.8710379324,351066.8710379324,-97707.83193694342,-97707.83193694342,-97707.83193694342,-44221.55368867561,-44221.55368867561,-44221.55368867561,-53486.27824826783,-53486.27824826783,-53486.27824826783,0.0,0.0,0.0,253359.039100989
2013-02-14,351438.2532634239,24798.11956257552,312348.55902710883,351438.2532634239,351438.2532634239,-187086.7844786808,-187086.7844786808,-187086.7844786808,-131871.40061539263,-131871.40061539263,-131871.40061539263,-55215.38386328816,-55215.38386328816,-55215.38386328816,0.0,0.0,0.0,164351.4687847431
2013-02-15,351809.63548891543,97833.50759082772,382544.0147018534,351809.63548891543,351809.63548891543,-113393.72486071076,-113393.72486071076,-113393.72486071076,-57074.66279803408,-57074.66279803408,-57074.66279803408,-56319.0620626767,-56319.0620626767,-56319.0620626767,0.0,0.0,0.0,238415.91062820467
2013-02-16,352181.01771440695,290167.33608172066,558443.4221102748,352181.01771440695,352181.01771440695,77290.62686354971,77290.62686354971,77290.62686354971,134041.40660624413,134041.40660624413,134041.40660624413,-56750.77974269442,-56750.77974269442,-56750.77974269442,0.0,0.0,0.0,429471.64457795664
2013-02-17,352552.39993989846,346396.64712714904,622137.7316036198,352552.39993989846,352552.39993989846,131911.44779832888,131911.44779832888,131911.44779832888,188391.55704710894,188391.55704710894,188391.55704710894,-56480.10924878005,-56480.10924878005,-56480.10924878005,0.0,0.0,0.0,484463.84773822734
2013-02-18,352923.78216539,142016.78420813085,420259.73689011147,352923.78216539,352923.78216539,-76589.27646917812,-76589.27646917812,-76589.27646917812,-21095.665394875952,-21095.665394875952,-21095.665394875952,-55493.61107430217,-55493.61107430217,-55493.61107430217,0.0,0.0,0.0,276334.5056962118
2013-02-19,353295.16439088155,94545.72684744801,367817.85719629755,353295.16439088155,353295.16439088155,-121964.93088228184,-121964.93088228184,-121964.93088228184,-68169.68115636469,-68169.68115636469,-68169.68115636469,-53795.24972591716,-53795.24972591716,-53795.24972591716,0.0,0.0,0.0,231330.2335085997
2013-02-20,353666.546616373,111149.62851649146,396478.86171214987,353666.546616373,353666.546616373,-95627.89070931745,-95627.89070931745,-95627.89070931745,-44221.55368850308,-44221.55368850308,-44221.55368850308,-51406.33702081435,-51406.33702081435,-51406.33702081435,0.0,0.0,0.0,258038.65590705554
2013-02-21,354037.9288418646,35166.517544967755,317488.7424570285,354037.9288418646,354037.9288418646,-180236.4105606676,-180236.4105606676,-180236.4105606676,-131871.40061554336,-131871.40061554336,-131871.40061554336,-48365.00994512425,-48365.00994512425,-48365.00994512425,0.0,0.0,0.0,173801.51828119697
2013-02-22,354409.31106735603,119641.72258669391,394552.27534901997,354409.31106735603,354409.31106735603,-101799.92549242308,-101799.92549242308,-101799.92549242308,-57074.66279789255,-57074.66279789255,-57074.66279789255,-44725.26269453052,-44725.26269453052,-44725.26269453052,0.0,0.0,0.0,252609.38557493297
2013-02-23,354780.6932928476,303055.0349887113,582682.1325876277,354780.6932928476,354780.6932928476,93485.84230194037,93485.84230194037,93485.84230194037,134041.40660637966,134041.40660637966,134041.40660637966,-40555.56430443929,-40555.56430443929,-40555.56430443929,0.0,0.0,0.0,448266.535594788
2013-02-24,355152.0755183391,363459.9428049102,640754.9919152299,355152.0755183391,355152.0755183391,152454.4530038132,152454.4530038132,152454.4530038132,188391.55704732542,188391.55704732542,188391.55704732542,-35937.10404351224,-35937.10404351224,-35937.10404351224,0.0,0.0,0.0,507606.52852215234
2013-02-25,355523.4577529951,164653.45095512614,428997.68187832896,355523.4577529951,355523.4577529951,-52057.38160640726,-52057.38160640726,-52057.38160640726,-21095.66539473766,-21095.66539473766,-21095.66539473766,-30961.71621166959,-30961.71621166959,-30961.71621166959,0.0,0.0,0.0,303466.07614658785
2013-02-26,355894.83998765104,126425.59059813859,399395.23577464506,355894.83998765104,355894.83998765104,-93899.22506785503,-93899.22506785503,-93899.22506785503,-68169.6811563679,-68169.6811563679,-68169.6811563679,-25729.54391148715,-25729.54391148715,-25729.54391148715,0.0,0.0,0.0,261995.614919796
2013-02-27,356266.222222307,157461.53849520953,442783.8831425415,356266.222222307,356266.222222307,-64568.06124155562,-64568.06124155562,-64568.06124155562,-44221.553688548825,-44221.553688548825,-44221.553688548825,-20346.507553006788,-20346.507553006788,-20346.507553006788,0.0,0.0,0.0,291698.1609807514
2013-02-28,356637.60445696296,77561.39355463434,359951.70743058977,356637.60445696296,356637.60445696296,-146793.04878089137,-146793.04878089137,-146793.04878089137,-131871.40061552543,-131871.40061552543,-131871.40061552543,-14921.648165365938,-14921.648165365938,-14921.648165365938,0.0,0.0,0.0,209844.55567607158
2013-03-01,357008.9866916189,157838.51947130464,429118.803480289,357008.9866916189,357008.9866916189,-66639.08072737335,-66639.08072737335,-66639.08072737335,-57074.66279775105,-57074.66279775105,-57074.66279775105,-9564.417929622297,-9564.417929622297,-9564.417929622297,0.0,0.0,0.0,290369.90596424555
2013-03-02,357380.3689262749,348459.19111659646,632076.7132109902,357380.3689262749,357380.3689262749,129659.41592267252,129659.41592267252,129659.41592267252,134041.4066061393,134041.4066061393,134041.4066061393,-4381.990683466772,-4381.990683466772,-4381.990683466772,0.0,0.0,0.0,487039.7848489474
2013-03-03,357751.75116093084,405708.58024901117,688243.9141029771,357751.75116093084,357751.75116093084,188914.89354709763,188914.89354709763,188914.89354709763,188391.55704721384,188391.55704721384,188391.55704721384,523.3364998837815,523.3364998837815,523.3364998837815,0.0,0.0,0.0,546666.6447080285
2013-03-04,358123.1333955868,206674.4599937892,479889.8252472669,358123.1333955868,358123.1333955868,-16039.082280008666,-16039.082280008666,-16039.082280008666,-21095.665394743068,-21095.665394743068,-21095.665394743068,5056.583114734397,5056.583114734397,5056.583114734397,0.0,0.0,0.0,342084.05111557816
2013-03-05,358494.51563024276,164951.67205218232,432013.71411201876,358494.51563024276,358494.51563024276,-59037.37695253269,-59037.37695253269,-59037.37695253269,-68169.68115637112,-68169.68115637112,-68169.68115637112,9132.304203838432,9132.304203838432,9132.304203838432,0.0,0.0,0.0,299457.1386777101
2013-03-06,358865.8978648987,189097.32174448014,464041.75054662407,358865.8978648987,358865.8978648987,-31545.020427010073,-31545.020427010073,-31545.020427010073,-44221.55368843685,-44221.55368843685,-44221.55368843685,12676.533261426763,12676.533261426763,12676.533261426763,0.0,0.0,0.0,327320.87743788864
2013-03-07,359237.2800995547,100520.10446243345,380138.1282587343,359237.2800995547,359237.2800995547,-116242.99847395543,-116242.99847395543,-116242.99847395543,-131871.40061537753,-131871.40061537753,-131871.40061537753,15628.402141422095,15628.402141422095,15628.402141422095,0.0,0.0,0.0,242994.28162559925
2013-03-08,359608.66233421065,182741.4349169379,468241.6955502305,359608.66233421065,359608.66233421065,-39133.26226591069,-39133.26226591069,-39133.26226591069,-57074.66279801519,-57074.66279801519,-57074.66279801519,17941.400532104493,17941.400532104493,17941.400532104493,0.0,0.0,0.0,320475.40006829996
2013-03-09,359980.04456886655,367317.8596565552,658989.3634094851,359980.04456886655,359980.04456886655,153625.65450308117,153625.65450308117,153625.65450308117,134041.4066059133,134041.4066059133,134041.4066059133,19584.247897167876,19584.247897167876,19584.247897167876,0.0,0.0,0.0,513605.6990719477
2013-03-10,360351.4268035225,434537.8051901777,711817.9832141983,360351.4268035225,360351.4268035225,208932.91872870072,208932.91872870072,208932.91872870072,188391.557047158,188391.557047158,188391.557047158,20541.361681542734,20541.361681542734,20541.361681542734,0.0,0.0,0.0,569284.3455322232
2013-03-11,360722.8090381785,221985.7592959571,503960.2686462408,360722.8090381785,360722.8090381785,-282.7486644841086,-282.7486644841086,-282.7486644841086,-21095.665394935048,-21095.665394935048,-21095.665394935048,20812.916730450943,20812.916730450943,20812.916730450943,0.0,0.0,0.0,360440.06037369434
2013-03-12,361094.19127283443,170983.48451829824,453612.2357136017,361094.19127283443,361094.19127283443,-47755.1791971163,-47755.1791971163,-47755.1791971163,-68169.68115637435,-68169.68115637435,-68169.68115637435,20414.501959258047,20414.501959258047,20414.501959258047,0.0,0.0,0.0,313339.01207571814
2013-03-13,361465.5735074904,201262.36650135714,468727.731385147,361465.5735074904,361465.5735074904,-24845.162654428656,-24845.162654428656,-24845.162654428656,-44221.55368848257,-44221.55368848257,-44221.55368848257,19376.391034053915,19376.391034053915,19376.391034053915,0.0,0.0,0.0,336620.4108530617
2013-03-14,361836.95574214635,111785.00269708353,387230.9015770676,361836.95574214635,361836.95574214635,-114128.9467249977,-114128.9467249977,-114128.9467249977,-131871.40061544394,-131871.40061544394,-131871.40061544394,17742.45389044623,17742.45389044623,17742.45389044623,0.0,0.0,0.0,247708.00901714864
2013-03-15,362208.3379768023,181654.20396184345,464682.5536406409,362208.3379768023,362208.3379768023,-41505.91773578194,-41505.91773578194,-41505.91773578194,-57074.66279783087,-57074.66279783087,-57074.66279783087,15568.745062048933,15568.745062048933,15568.745062048933,0.0,0.0,0.0,320702.4202410204
2013-03-16,362579.7202114583,368543.1842500764,654305.8288594867,362579.7202114583,362579.7202114583,146963.21938224463,146963.21938224463,146963.21938224463,134041.40660604887,134041.40660604887,134041.40660604887,12921.812776195762,12921.812776195762,12921.812776195762,0.0,0.0,0.0,509542.9395937029
2013-03-17,362951.10244611424,422819.07631941565,701038.5202825313,362951.10244611424,362951.10244611424,198268.33644784437,198268.33644784437,198268.33644784437,188391.5570469907,188391.5570469907,188391.5570469907,9876.77940085365,9876.77940085365,9876.77940085365,0.0,0.0,0.0,561219.4388939586
2013-03-18,363322.4846807702,206990.1318355767,492603.59809606615,363322.4846807702,363322.4846807702,-14580.416457818354,-14580.416457818354,-14580.416457818354,-21095.66539479675,-21095.66539479675,-21095.66539479675,6515.248936978397,6515.248936978397,6515.248936978397,0.0,0.0,0.0,348742.06822295184
2013-03-19,363693.86691542616,163796.499167461,434705.4669708425,363693.86691542616,363693.86691542616,-65246.5804263114,-65246.5804263114,-65246.5804263114,-68169.6811563268,-68169.6811563268,-68169.6811563268,2923.100730015395,2923.100730015395,2923.100730015395,0.0,0.0,0.0,298447.28648911475
2013-03-20,364065.2491500821,175438.20802400023,454807.14328929177,364065.2491500821,364065.2491500821,-45033.32332977669,-45033.32332977669,-45033.32332977669,-44221.55368847972,-44221.55368847972,-44221.55368847972,-811.7696412969775,-811.7696412969775,-811.7696412969775,0.0,0.0,0.0,319031.9258203054
2013-03-21,364436.6313847381,85099.64652866549,373553.3096607061,364436.6313847381,364436.6313847381,-136473.10188315428,-136473.10188315428,-136473.10188315428,-131871.400615426,-131871.400615426,-131871.400615426,-4601.701267728272,-4601.701267728272,-4601.701267728272,0.0,0.0,0.0,227963.5295015838
2013-03-22,364808.01361939404,168221.7951601747,447974.81179368345,364808.01361939404,364808.01361939404,-65436.11397785832,-65436.11397785832,-65436.11397785832,-57074.66279773218,-57074.66279773218,-57074.66279773218,-8361.45118012614,-8361.45118012614,-8361.45118012614,0.0,0.0,0.0,299371.8996415357
2013-03-23,365179.39585405,333624.0761679383,616947.615996557,365179.39585405,365179.39585405,122031.15283395158,122031.15283395158,122031.15283395158,134041.40660581563,134041.40660581563,134041.40660581563,-12010.253771864047,-12010.253771864047,-12010.253771864047,0.0,0.0,0.0,487210.5486880016
2013-03-24,365550.7780887059,390185.1122949869,676969.0294578103,365550.7780887059,365550.7780887059,172917.85220335505,172917.85220335505,172917.85220335505,188391.55704720717,188391.55704720717,188391.55704720717,-15473.704843852123,-15473.704843852123,-15473.704843852123,0.0,0.0,0.0,538468.630292061
2013-03-25,365922.1603233619,182357.21378122066,461784.8859645263,365922.1603233619,365922.1603233619,-39781.090141268105,-39781.090141268105,-39781.090141268105,-21095.66539489545,-21095.66539489545,-21095.66539489545,-18685.42474637265,-18685.42474637265,-18685.42474637265,0.0,0.0,0.0,326141.0701820938
2013-03-26,366293.5425580178,125965.25872790458,425535.0207894605,366293.5425580178,366293.5425580178,-89758.14337287881,-89758.14337287881,-89758.14337287881,-68169.68115650387,-68169.68115650387,-68169.68115650387,-21588.462216374934,-21588.462216374934,-21588.462216374934,0.0,0.0,0.0,276535.399185139
2013-03-27,366664.92479267385,158585.8885851859,446438.3553307642,366664.92479267385,366664.92479267385,-68357.9622192828,-68357.9622192828,-68357.9622192828,-44221.55368847686,-44221.55368847686,-44221.55368847686,-24136.40853080594,-24136.40853080594,-24136.40853080594,0.0,0.0,0.0,298306.96257339104
2013-03-28,367036.30702732975,71473.54051223067,343344.8747926969,367036.30702732975,367036.30702732975,-158165.60088582963,-158165.60088582963,-158165.60088582963,-131871.4006155767,-131871.4006155767,-131871.4006155767,-26294.200270252906,-26294.200270252906,-26294.200270252906,0.0,0.0,0.0,208870.70614150012
2013-03-29,367407.68926198577,150593.17244609812,420473.74521110964,367407.68926198577,367407.68926198577,-85113.26085419828,-85113.26085419828,-85113.26085419828,-57074.6627979963,-57074.6627979963,-57074.6627979963,-28038.59805620198,-28038.59805620198,-28038.59805620198,0.0,0.0,0.0,282294.42840778746
2013-03-30,367779.07149664167,336414.29097727727,614654.2231429218,367779.07149664167,367779.07149664167,104683.06878263749,104683.06878263749,104683.06878263749,134041.40660594398,134041.40660594398,134041.40660594398,-29358.337823306505,-29358.337823306505,-29358.337823306505,0.0,0.0,0.0,472462.14027927915
2013-03-31,368150.4537312977,390876.68471864157,671317.9054753714,368150.4537312977,368150.4537312977,158137.59679315015,158137.59679315015,158137.59679315015,188391.5570470956,188391.5570470956,188391.5570470956,-30253.960253945465,-30253.960253945465,-30253.960253945465,0.0,0.0,0.0,526288.0505244478
2013-04-01,368521.8359659536,178247.13255967954,449077.54907083465,368521.8359659536,368521.8359659536,-51832.99807812883,-51832.99807812883,-51832.99807812883,-21095.66539508744,-21095.66539508744,-21095.66539508744,-30737.332683041386,-30737.332683041386,-30737.332683041386,0.0,0.0,0.0,316688.83788782475
2013-04-02,368893.2182006096,130270.92164900916,413791.6436280098,368893.2182006096,368893.2182006096,-99000.56699532321,-99000.56699532321,-99000.56699532321,-68169.68115639476,-68169.68115639476,-68169.68115639476,-30830.885838928436,-30830.885838928436,-30830.885838928436,0.0,0.0,0.0,269892.6512052864
2013-04-03,369264.6004352655,156980.2665122892,424826.06592053664,369264.6004352655,369264.6004352655,-74788.14869662155,-74788.14869662155,-74788.14869662155,-44221.553688413456,-44221.553688413456,-44221.553688413456,-30566.59500820808,-30566.59500820808,-30566.59500820808,0.0,0.0,0.0,294476.451738644
2013-04-04,369635.9826699215,72285.67707079917,349163.88498261466,369635.9826699215,369635.9826699215,-161856.1420287417,-161856.1420287417,-161856.1420287417,-131871.4006154288,-131871.4006154288,-131871.4006154288,-29984.741413312895,-29984.741413312895,-29984.741413312895,0.0,0.0,0.0,207779.84064117976
